GISJOIN,GEOID,TotPop,Allocated
G5600010962900,14000US56001962900,1601,103
G5600010963000,14000US56001963000,2214,155
G5600010963100,14000US56001963100,7795,402
G5600010963400,14000US56001963400,3145,140
G5600010963500,14000US56001963500,2304,501
G5600010963600,14000US56001963600,4215,384
G5600010963700,14000US56001963700,6447,364
G5600010963900,14000US56001963900,2200,307
G5600030962600,14000US56003962600,2564,55
G5600030962700,14000US56003962700,3509,125
G5600030962800,14000US56003962800,4840,269
G5600050000100,14000US56005000100,10081,1007
G5600050000200,14000US56005000200,7379,487
G5600050000300,14000US56005000300,4811,125
G5600050000400,14000US56005000400,3314,115
G5600050000500,14000US56005000500,5558,184
G5600050000600,14000US56005000600,4553,203
G5600050000700,14000US56005000700,7585,1179
G5600070967600,14000US56007967600,1549,45
G5600070967700,14000US56007967700,3378,262
G5600070967800,14000US56007967800,3963,135
G5600070968000,14000US56007968000,3041,50
G5600070968100,14000US56007968100,1522,21
G5600090956400,14000US56009956400,4291,152
G5600090956500,14000US56009956500,2962,274
G5600090956600,14000US56009956600,2993,255
G5600090956700,14000US56009956700,2646,53
G5600110950200,14000US56011950200,4192,317
G5600110950300,14000US56011950300,2687,113
G5600130000100,14000US56013000100,3226,129
G5600130000200,14000US56013000200,3712,217
G5600130000300,14000US56013000300,4005,243
G5600130000400,14000US56013000400,1639,50
G5600130940100,14000US56013940100,3323,59
G5600130940201,14000US56013940201,3797,184
G5600130940202,14000US56013940202,4502,84
G5600130940300,14000US56013940300,4289,249
G5600130940400,14000US56013940400,5464,197
G5600130940500,14000US56013940500,2480,204
G5600150957700,14000US56015957700,1842,126
G5600150957800,14000US56015957800,3463,368
G5600150957900,14000US56015957900,4314,185
G5600150958000,14000US56015958000,2422,136
G5600170967800,14000US56017967800,2464,35
G5600170967900,14000US56017967900,1779,117
G5600190955100,14000US56019955100,2530,66
G5600190955200,14000US56019955200,5438,240
G5600210000200,14000US56021000200,4261,389
G5600210000300,14000US56021000300,3701,367
G5600210000401,14000US56021000401,4908,499
G5600210000402,14000US56021000402,6027,238
G5600210000501,14000US56021000501,7333,558
G5600210000600,14000US56021000600,5384,278
G5600210000700,14000US56021000700,3365,198
G5600210000800,14000US56021000800,1658,197
G5600210000900,14000US56021000900,2649,130
G5600210001000,14000US56021001000,2926,60
G5600210001100,14000US56021001100,874,61
G5600210001200,14000US56021001200,4406,117
G5600210001300,14000US56021001300,7918,478
G5600210001401,14000US56021001401,3712,261
G5600210001402,14000US56021001402,2241,149
G5600210001501,14000US56021001501,5028,416
G5600210001502,14000US56021001502,4466,190
G5600210001901,14000US56021001901,4820,318
G5600210001902,14000US56021001902,4034,324
G5600210002000,14000US56021002000,8847,583
G5600210980801,14000US56021980801,0,0
G5600230978000,14000US56023978000,6357,235
G5600230978100,14000US56023978100,6512,516
G5600230978200,14000US56023978200,1774,88
G5600230978400,14000US56023978400,3183,106
G5600250000200,14000US56025000200,3219,89
G5600250000300,14000US56025000300,3981,174
G5600250000400,14000US56025000400,3725,124
G5600250000501,14000US56025000501,4740,294
G5600250000502,14000US56025000502,2748,38
G5600250000600,14000US56025000600,7795,261
G5600250000700,14000US56025000700,2012,62
G5600250000800,14000US56025000800,3632,346
G5600250000901,14000US56025000901,4858,456
G5600250000902,14000US56025000902,3573,208
G5600250001000,14000US56025001000,4474,269
G5600250001100,14000US56025001100,2502,2
G5600250001200,14000US56025001200,2151,170
G5600250001401,14000US56025001401,5241,341
G5600250001602,14000US56025001602,6776,322
G5600250001603,14000US56025001603,3558,293
G5600250001700,14000US56025001700,4596,290
G5600250001800,14000US56025001800,4246,316
G5600270957200,14000US56027957200,2062,83
G5600290965100,14000US56029965100,5173,407
G5600290965200,14000US56029965200,5912,149
G5600290965300,14000US56029965300,6919,673
G5600290965400,14000US56029965400,5606,371
G5600290965500,14000US56029965500,3795,361
G5600310959100,14000US56031959100,1542,73
G5600310959400,14000US56031959400,6511,396
G5600330000100,14000US56033000100,4705,186
G5600330000200,14000US56033000200,2902,205
G5600330000300,14000US56033000300,3452,291
G5600330000400,14000US56033000400,4928,337
G5600330000500,14000US56033000500,7377,645
G5600330000600,14000US56033000600,4834,376
G5600350000101,14000US56035000101,3261,30
G5600350000102,14000US56035000102,6017,415
G5600370970500,14000US56037970500,2694,224
G5600370970601,14000US56037970601,3582,221
G5600370970602,14000US56037970602,3238,388
G5600370970700,14000US56037970700,3811,342
G5600370970800,14000US56037970800,3315,360
G5600370970901,14000US56037970901,7287,666
G5600370970902,14000US56037970902,4712,724
G5600370970903,14000US56037970903,2619,419
G5600370971000,14000US56037971000,1898,64
G5600370971100,14000US56037971100,3487,300
G5600370971200,14000US56037971200,2452,84
G5600370971600,14000US56037971600,1136,117
G5600390967600,14000US56039967600,5614,204
G5600390967701,14000US56039967701,3049,162
G5600390967702,14000US56039967702,4748,393
G5600390967800,14000US56039967800,8643,284
G5600410975200,14000US56041975200,5903,251
G5600410975300,14000US56041975300,7252,317
G5600410975400,14000US56041975400,5628,294
G5600430000200,14000US56043000200,2859,90
G5600430000301,14000US56043000301,2254,185
G5600430000302,14000US56043000302,2296,188
G5600450951100,14000US56045951100,2849,39
G5600450951300,14000US56045951300,3467,254
G7200010956300,14000US72001956300,3839,151
G7200010956400,14000US72001956400,2384,263
G7200010956500,14000US72001956500,2540,76
G7200010956600,14000US72001956600,2262,189
G7200010956700,14000US72001956700,1947,58
G7200010956800,14000US72001956800,4063,129
G7200030430100,14000US72003430100,3703,126
G7200030430200,14000US72003430200,4398,252
G7200030430300,14000US72003430300,2417,37
G7200030430401,14000US72003430401,4681,210
G7200030430402,14000US72003430402,4422,118
G7200030430501,14000US72003430501,5380,358
G7200030430502,14000US72003430502,4450,158
G7200030430601,14000US72003430601,3902,29
G7200030430602,14000US72003430602,3045,24
G7200030990000,14000US72003990000,0,0
G7200050400100,14000US72005400100,4523,144
G7200050400300,14000US72005400300,3003,99
G7200050400400,14000US72005400400,3608,185
G7200050400501,14000US72005400501,3397,393
G7200050400502,14000US72005400502,5601,159
G7200050400600,14000US72005400600,2412,114
G7200050400700,14000US72005400700,2335,185
G7200050400800,14000US72005400800,1104,85
G7200050400900,14000US72005400900,1962,81
G7200050401000,14000US72005401000,1258,52
G7200050401100,14000US72005401100,1045,72
G7200050401200,14000US72005401200,3127,289
G7200050401301,14000US72005401301,3769,252
G7200050401302,14000US72005401302,5144,180
G7200050401401,14000US72005401401,3247,0
G7200050401402,14000US72005401402,3803,166
G7200050990000,14000US72005990000,0,0
G7200070230100,14000US72007230100,3863,139
G7200070230200,14000US72007230200,5893,64
G7200070230300,14000US72007230300,2362,69
G7200070230400,14000US72007230400,4643,186
G7200070230501,14000US72007230501,4022,88
G7200070230502,14000US72007230502,3842,75
G7200090250100,14000US72009250100,5532,0
G7200090250200,14000US72009250200,3915,136
G7200090250300,14000US72009250300,2293,141
G7200090250400,14000US72009250400,2562,107
G7200090250500,14000US72009250500,4348,173
G7200090250600,14000US72009250600,3257,169
G7200110810100,14000US72011810100,2962,202
G7200110810200,14000US72011810200,6155,219
G7200110810300,14000US72011810300,2304,58
G7200110810400,14000US72011810400,738,39
G7200110810500,14000US72011810500,6539,118
G7200110810600,14000US72011810600,3697,79
G7200110810700,14000US72011810700,3424,163
G7200110990000,14000US72011990000,0,0
G7200130300101,14000US72013300101,4166,103
G7200130300102,14000US72013300102,4876,86
G7200130300200,14000US72013300200,3326,142
G7200130300301,14000US72013300301,2658,128
G7200130300302,14000US72013300302,4538,153
G7200130300400,14000US72013300400,1295,53
G7200130300500,14000US72013300500,656,28
G7200130300700,14000US72013300700,1220,103
G7200130300800,14000US72013300800,4608,209
G7200130301000,14000US72013301000,4404,190
G7200130301100,14000US72013301100,6897,357
G7200130301200,14000US72013301200,3275,218
G7200130301300,14000US72013301300,2723,215
G7200130301400,14000US72013301400,1060,135
G7200130301500,14000US72013301500,5148,197
G7200130301600,14000US72013301600,3527,199
G7200130301700,14000US72013301700,4111,211
G7200130301800,14000US72013301800,1483,100
G7200130301900,14000US72013301900,4164,384
G7200130302000,14000US72013302000,2834,23
G7200130302100,14000US72013302100,4807,227
G7200130302201,14000US72013302201,1974,58
G7200130302202,14000US72013302202,4698,305
G7200130302300,14000US72013302300,2630,80
G7200130992900,14000US72013992900,0,0
G7200150280101,14000US72015280101,2812,61
G7200150280102,14000US72015280102,5607,89
G7200150280201,14000US72015280201,3993,357
G7200150280202,14000US72015280202,4583,271
G7200150991500,14000US72015991500,0,0
G7200170590100,14000US72017590100,6020,134
G7200170590200,14000US72017590200,3710,65
G7200170590300,14000US72017590300,8193,353
G7200170590400,14000US72017590400,4996,245
G7200170990000,14000US72017990000,0,0
G7200190952201,14000US72019952201,3946,322
G7200190952202,14000US72019952202,5053,263
G7200190952301,14000US72019952301,3667,147
G7200190952302,14000US72019952302,5168,70
G7200190952400,14000US72019952400,2233,149
G7200190952500,14000US72019952500,6616,413
G7200210030101,14000US72021030101,2117,215
G7200210030103,14000US72021030103,3802,153
G7200210030104,14000US72021030104,3809,167
G7200210030105,14000US72021030105,2344,104
G7200210030200,14000US72021030200,2873,129
G7200210030300,14000US72021030300,2926,201
G7200210030700,14000US72021030700,1230,89
G7200210030800,14000US72021030800,904,98
G7200210030901,14000US72021030901,1753,111
G7200210030902,14000US72021030902,2007,95
G7200210030903,14000US72021030903,1840,50
G7200210030904,14000US72021030904,2061,108
G7200210031004,14000US72021031004,2460,110
G7200210031005,14000US72021031005,3161,189
G7200210031011,14000US72021031011,3940,310
G7200210031013,14000US72021031013,7627,317
G7200210031021,14000US72021031021,3438,177
G7200210031023,14000US72021031023,2704,129
G7200210031031,14000US72021031031,4100,191
G7200210031032,14000US72021031032,1991,102
G7200210031033,14000US72021031033,3881,232
G7200210031101,14000US72021031101,2253,97
G7200210031113,14000US72021031113,3366,251
G7200210031114,14000US72021031114,2633,190
G7200210031121,14000US72021031121,2595,140
G7200210031122,14000US72021031122,2926,123
G7200210031123,14000US72021031123,1869,115
G7200210031124,14000US72021031124,1734,62
G7200210031125,14000US72021031125,2023,86
G7200210031201,14000US72021031201,2309,121
G7200210031202,14000US72021031202,1826,68
G7200210031203,14000US72021031203,1625,88
G7200210031301,14000US72021031301,4175,182
G7200210031304,14000US72021031304,1941,32
G7200210031305,14000US72021031305,3835,249
G7200210031306,14000US72021031306,3054,183
G7200210031307,14000US72021031307,2068,68
G7200210031401,14000US72021031401,2504,298
G7200210031402,14000US72021031402,2210,160
G7200210031403,14000US72021031403,2401,201
G7200210031501,14000US72021031501,1943,234
G7200210031502,14000US72021031502,1587,131
G7200210031503,14000US72021031503,2109,119
G7200210031611,14000US72021031611,1934,248
G7200210031612,14000US72021031612,3963,278
G7200210031621,14000US72021031621,1864,91
G7200210031622,14000US72021031622,2125,199
G7200210031631,14000US72021031631,2138,170
G7200210031632,14000US72021031632,1969,175
G7200210031641,14000US72021031641,1833,113
G7200210031651,14000US72021031651,2273,186
G7200210031701,14000US72021031701,3371,44
G7200210031702,14000US72021031702,3334,220
G7200210031703,14000US72021031703,2848,132
G7200210031704,14000US72021031704,4214,193
G7200210031800,14000US72021031800,5722,156
G7200210031900,14000US72021031900,4427,124
G7200210032000,14000US72021032000,1158,13
G7200210032100,14000US72021032100,1724,0
G7200210032200,14000US72021032200,2196,40
G7200210032301,14000US72021032301,2881,56
G7200210032302,14000US72021032302,1710,46
G7200230830101,14000US72023830101,4643,85
G7200230830102,14000US72023830102,5060,261
G7200230830200,14000US72023830200,6454,226
G7200230830300,14000US72023830300,4779,202
G7200230830400,14000US72023830400,4015,152
G7200230830502,14000US72023830502,3950,77
G7200230830503,14000US72023830503,4743,87
G7200230830504,14000US72023830504,4090,157
G7200230830603,14000US72023830603,4729,150
G7200230830604,14000US72023830604,4128,99
G7200230980000,14000US72023980000,0,0
G7200230990000,14000US72023990000,0,0
G7200250200100,14000US72025200100,5814,208
G7200250200200,14000US72025200200,4512,98
G7200250200302,14000US72025200302,6772,164
G7200250200303,14000US72025200303,8943,151
G7200250200304,14000US72025200304,4725,67
G7200250200400,14000US72025200400,2777,210
G7200250200500,14000US72025200500,4871,223
G7200250200600,14000US72025200600,3317,249
G7200250200700,14000US72025200700,3633,197
G7200250200800,14000US72025200800,2829,144
G7200250200900,14000US72025200900,1381,118
G7200250201000,14000US72025201000,1880,93
G7200250201200,14000US72025201200,3161,61
G7200250201300,14000US72025201300,2061,214
G7200250201400,14000US72025201400,1919,189
G7200250201500,14000US72025201500,2389,100
G7200250201600,14000US72025201600,2238,91
G7200250201700,14000US72025201700,2235,165
G7200250201800,14000US72025201800,2824,189
G7200250201900,14000US72025201900,1385,60
G7200250202000,14000US72025202000,3103,119
G7200250202100,14000US72025202100,2733,133
G7200250202200,14000US72025202200,1405,83
G7200250202300,14000US72025202300,3013,150
G7200250202402,14000US72025202402,6360,242
G7200250202403,14000US72025202403,3211,260
G7200250202404,14000US72025202404,4524,14
G7200250202500,14000US72025202500,3366,171
G7200250202601,14000US72025202601,4663,171
G7200250202602,14000US72025202602,7664,237
G7200250202701,14000US72025202701,5598,83
G7200250202702,14000US72025202702,4178,100
G7200250202800,14000US72025202800,3584,151
G7200270320100,14000US72027320100,2699,97
G7200270320200,14000US72027320200,6694,83
G7200270320300,14000US72027320300,6367,66
G7200270320401,14000US72027320401,3480,97
G7200270320402,14000US72027320402,3065,173
G7200270320500,14000US72027320500,3653,192
G7200270320600,14000US72027320600,4178,231
G7200270990000,14000US72027990000,0,0
G7200290100101,14000US72029100101,3411,85
G7200290100103,14000US72029100103,3148,213
G7200290100104,14000US72029100104,3688,9
G7200290100200,14000US72029100200,1953,138
G7200290100400,14000US72029100400,6249,183
G7200290100502,14000US72029100502,3397,257
G7200290100503,14000US72029100503,5930,250
G7200290100504,14000US72029100504,3592,100
G7200290100601,14000US72029100601,2737,11
G7200290100602,14000US72029100602,2859,150
G7200290100700,14000US72029100700,4519,106
G7200290100800,14000US72029100800,1791,84
G7200310050103,14000US72031050103,4733,192
G7200310050105,14000US72031050105,2065,82
G7200310050106,14000US72031050106,1725,242
G7200310050107,14000US72031050107,2002,105
G7200310050110,14000US72031050110,3914,384
G7200310050111,14000US72031050111,1225,182
G7200310050211,14000US72031050211,3365,206
G7200310050212,14000US72031050212,4299,265
G7200310050221,14000US72031050221,4142,235
G7200310050222,14000US72031050222,3485,136
G7200310050231,14000US72031050231,2432,154
G7200310050232,14000US72031050232,4900,377
G7200310050241,14000US72031050241,4572,290
G7200310050242,14000US72031050242,4226,235
G7200310050302,14000US72031050302,3257,351
G7200310050311,14000US72031050311,2107,134
G7200310050321,14000US72031050321,3968,210
G7200310050331,14000US72031050331,1621,166
G7200310050341,14000US72031050341,3568,295
G7200310050401,14000US72031050401,1989,132
G7200310050402,14000US72031050402,8834,455
G7200310050501,14000US72031050501,5328,658
G7200310050503,14000US72031050503,3514,81
G7200310050504,14000US72031050504,5244,176
G7200310050600,14000US72031050600,5020,270
G7200310050700,14000US72031050700,1363,57
G7200310050803,14000US72031050803,3477,111
G7200310050811,14000US72031050811,3828,264
G7200310050812,14000US72031050812,3773,228
G7200310050821,14000US72031050821,3890,291
G7200310050822,14000US72031050822,3260,372
G7200310050831,14000US72031050831,4150,250
G7200310050841,14000US72031050841,1537,42
G7200310050901,14000US72031050901,5718,189
G7200310050902,14000US72031050902,5179,226
G7200310051001,14000US72031051001,4251,213
G7200310051002,14000US72031051002,3349,186
G7200310051102,14000US72031051102,3281,43
G7200310051103,14000US72031051103,4517,251
G7200310051104,14000US72031051104,3641,265
G7200310980003,14000US72031980003,0,0
G7200310990000,14000US72031990000,0,0
G7200330020200,14000US72033020200,3657,249
G7200330020302,14000US72033020302,1602,38
G7200330020403,14000US72033020403,4246,242
G7200330020422,14000US72033020422,2115,73
G7200330020423,14000US72033020423,3604,153
G7200330020425,14000US72033020425,2415,97
G7200330020426,14000US72033020426,1511,26
G7200330020427,14000US72033020427,605,0
G7200330020500,14000US72033020500,3248,255
G7200330980001,14000US72033980001,0,0
G7200330980002,14000US72033980002,0,0
G7200330980003,14000US72033980003,90,0
G7200330980004,14000US72033980004,0,0
G7200330980005,14000US72033980005,12,0
G7200330980006,14000US72033980006,0,0
G7200330980007,14000US72033980007,0,0
G7200330980008,14000US72033980008,0,0
G7200330990201,14000US72033990201,0,0
G7200350260100,14000US72035260100,8703,187
G7200350260201,14000US72035260201,2709,109
G7200350260202,14000US72035260202,3631,97
G7200350260300,14000US72035260300,3371,81
G7200350260400,14000US72035260400,4260,69
G7200350260500,14000US72035260500,3927,105
G7200350260600,14000US72035260600,2379,93
G7200350260700,14000US72035260700,2112,107
G7200350260800,14000US72035260800,2747,189
G7200350260901,14000US72035260901,3697,177
G7200350260902,14000US72035260902,4399,94
G7200370160100,14000US72037160100,0,0
G7200370160201,14000US72037160201,4465,168
G7200370160202,14000US72037160202,2815,40
G7200370160300,14000US72037160300,3748,102
G7200370990000,14000US72037990000,0,0
G7200390955600,14000US72039955600,4299,103
G7200390955700,14000US72039955700,2272,50
G7200390955800,14000US72039955800,4979,92
G7200390955900,14000US72039955900,4134,154
G7200410240101,14000US72041240101,4976,113
G7200410240102,14000US72041240102,3682,35
G7200410240201,14000US72041240201,4310,31
G7200410240202,14000US72041240202,4239,134
G7200410240300,14000US72041240300,2291,91
G7200410240401,14000US72041240401,4107,146
G7200410240402,14000US72041240402,2273,69
G7200410240500,14000US72041240500,3761,246
G7200410240601,14000US72041240601,4252,240
G7200410240602,14000US72041240602,3780,0
G7200430953900,14000US72043953900,2937,133
G7200430954000,14000US72043954000,3048,26
G7200430954100,14000US72043954100,1982,160
G7200430954200,14000US72043954200,5843,171
G7200430954300,14000US72043954300,1881,55
G7200430954400,14000US72043954400,1580,223
G7200430954500,14000US72043954500,7437,155
G7200430954600,14000US72043954600,5240,8
G7200430954700,14000US72043954700,7264,77
G7200450951700,14000US72045951700,3291,75
G7200450951800,14000US72045951800,5037,260
G7200450951900,14000US72045951900,2919,40
G7200450952000,14000US72045952000,2287,102
G7200450952100,14000US72045952100,4810,339
G7200470530100,14000US72047530100,2941,130
G7200470530200,14000US72047530200,5423,234
G7200470530300,14000US72047530300,3521,155
G7200470530400,14000US72047530400,6905,398
G7200470530500,14000US72047530500,6340,254
G7200470530600,14000US72047530600,6524,241
G7200490950500,14000US72049950500,1261,0
G7200490990501,14000US72049990501,0,0
G7200510540100,14000US72051540100,2903,57
G7200510540200,14000US72051540200,3921,218
G7200510540300,14000US72051540300,2312,293
G7200510540400,14000US72051540400,7279,230
G7200510540500,14000US72051540500,8297,142
G7200510540600,14000US72051540600,4710,148
G7200510540700,14000US72051540700,5593,158
G7200510990021,14000US72051990021,0,0
G7200530150102,14000US72053150102,2132,154
G7200530150104,14000US72053150104,3904,169
G7200530150200,14000US72053150200,4299,205
G7200530150301,14000US72053150301,3011,75
G7200530150302,14000US72053150302,1682,67
G7200530150400,14000US72053150400,3843,185
G7200530150500,14000US72053150500,4161,173
G7200530150601,14000US72053150601,2039,0
G7200530150602,14000US72053150602,4440,68
G7200530990103,14000US72053990103,0,0
G7200540580100,14000US72054580100,4981,85
G7200540580200,14000US72054580200,6129,259
G7200550960900,14000US72055960900,3465,156
G7200550961000,14000US72055961000,2371,61
G7200550961100,14000US72055961100,2500,67
G7200550961200,14000US72055961200,1306,192
G7200550961300,14000US72055961300,2041,120
G7200550961400,14000US72055961400,1026,61
G7200550961500,14000US72055961500,2761,184
G7200550990000,14000US72055990000,0,0
G7200570270100,14000US72057270100,5252,520
G7200570270201,14000US72057270201,5032,26
G7200570270202,14000US72057270202,3022,173
G7200570270300,14000US72057270300,4903,143
G7200570270400,14000US72057270400,1688,253
G7200570270500,14000US72057270500,4934,244
G7200570270600,14000US72057270600,2607,193
G7200570270700,14000US72057270700,2636,320
G7200570270800,14000US72057270800,6930,454
G7200570992600,14000US72057992600,0,0
G7200590740101,14000US72059740101,2153,125
G7200590740102,14000US72059740102,2991,86
G7200590740200,14000US72059740200,4294,55
G7200590740300,14000US72059740300,3942,142
G7200590740400,14000US72059740400,4212,116
G7200590990001,14000US72059990001,0,0
G7200610040101,14000US72061040101,1391,30
G7200610040102,14000US72061040102,1573,128
G7200610040103,14000US72061040103,1681,156
G7200610040200,14000US72061040200,3136,163
G7200610040301,14000US72061040301,1602,67
G7200610040302,14000US72061040302,2058,95
G7200610040303,14000US72061040303,1959,117
G7200610040304,14000US72061040304,5021,195
G7200610040403,14000US72061040403,5456,64
G7200610040411,14000US72061040411,4213,116
G7200610040412,14000US72061040412,1409,60
G7200610040421,14000US72061040421,9302,294
G7200610040422,14000US72061040422,2749,192
G7200610040432,14000US72061040432,2861,152
G7200610040442,14000US72061040442,3255,97
G7200610040500,14000US72061040500,3616,128
G7200610040601,14000US72061040601,3950,71
G7200610040602,14000US72061040602,8672,287
G7200610040700,14000US72061040700,7308,0
G7200610040800,14000US72061040800,3024,122
G7200610040900,14000US72061040900,3863,67
G7200610041000,14000US72061041000,1870,10
G7200610041100,14000US72061041100,3227,51
G7200630210100,14000US72063210100,3858,168
G7200630210201,14000US72063210201,3656,65
G7200630210202,14000US72063210202,7921,128
G7200630210300,14000US72063210300,1668,61
G7200630210400,14000US72063210400,4117,336
G7200630210502,14000US72063210502,13498,330
G7200630210503,14000US72063210503,2442,80
G7200630210504,14000US72063210504,7696,240
G7200650310100,14000US72065310100,7808,80
G7200650310200,14000US72065310200,4763,67
G7200650310300,14000US72065310300,5861,182
G7200650310400,14000US72065310400,7732,233
G7200650310500,14000US72065310500,6082,322
G7200650310600,14000US72065310600,6128,326
G7200650990016,14000US72065990016,0,0
G7200670820100,14000US72067820100,7189,263
G7200670820300,14000US72067820300,4221,158
G7200670820400,14000US72067820400,1673,211
G7200670820500,14000US72067820500,2281,143
G7200690180100,14000US72069180100,3823,262
G7200690180201,14000US72069180201,2925,20
G7200690180202,14000US72069180202,5324,136
G7200690180301,14000US72069180301,2596,23
G7200690180302,14000US72069180302,3869,118
G7200690180400,14000US72069180400,4684,247
G7200690180500,14000US72069180500,6904,535
G7200690180600,14000US72069180600,4203,326
G7200690180700,14000US72069180700,3627,296
G7200690180800,14000US72069180800,5419,417
G7200690180901,14000US72069180901,2148,57
G7200690180902,14000US72069180902,4362,30
G7200690991800,14000US72069991800,0,0
G7200710410100,14000US72071410100,5145,516
G7200710410200,14000US72071410200,2701,203
G7200710410300,14000US72071410300,2165,180
G7200710410401,14000US72071410401,4014,89
G7200710410402,14000US72071410402,7756,313
G7200710410500,14000US72071410500,5800,193
G7200710410600,14000US72071410600,4050,161
G7200710410701,14000US72071410701,2409,175
G7200710410702,14000US72071410702,5783,257
G7200710990000,14000US72071990000,0,0
G7200730956000,14000US72073956000,5759,332
G7200730956100,14000US72073956100,2376,38
G7200730956200,14000US72073956200,5379,207
G7200750710102,14000US72075710102,5069,25
G7200750710200,14000US72075710200,4323,92
G7200750710301,14000US72075710301,3918,7
G7200750710302,14000US72075710302,4230,34
G7200750710400,14000US72075710400,1748,35
G7200750710500,14000US72075710500,1191,71
G7200750710600,14000US72075710600,1768,47
G7200750710700,14000US72075710700,1635,32
G7200750710800,14000US72075710800,5473,82
G7200750710901,14000US72075710901,4719,154
G7200750710902,14000US72075710902,6138,155
G7200750711002,14000US72075711002,3430,99
G7200750990001,14000US72075990001,0,0
G7200770500100,14000US72077500100,7068,265
G7200770500200,14000US72077500200,5835,205
G7200770500301,14000US72077500301,7023,122
G7200770500302,14000US72077500302,6678,28
G7200770500401,14000US72077500401,5694,172
G7200770500402,14000US72077500402,4608,0
G7200790850101,14000US72079850101,1924,24
G7200790850102,14000US72079850102,5147,520
G7200790850200,14000US72079850200,4444,297
G7200790850300,14000US72079850300,5785,148
G7200790850400,14000US72079850400,4601,231
G7200790991100,14000US72079991100,0,0
G7200810957700,14000US72081957700,3696,131
G7200810957800,14000US72081957800,5760,133
G7200810957900,14000US72081957900,4380,150
G7200810958000,14000US72081958000,2387,109
G7200810958100,14000US72081958100,1514,97
G7200810958200,14000US72081958200,2703,102
G7200810958300,14000US72081958300,2240,113
G7200810958400,14000US72081958400,1648,8
G7200830959700,14000US72083959700,2474,65
G7200830959800,14000US72083959800,1158,47
G7200830959900,14000US72083959900,4418,236
G7200850190101,14000US72085190101,7308,125
G7200850190102,14000US72085190102,8220,350
G7200850190201,14000US72085190201,3490,83
G7200850190202,14000US72085190202,3558,181
G7200850190301,14000US72085190301,7761,92
G7200850190302,14000US72085190302,5559,49
G7200870110101,14000US72087110101,2002,133
G7200870110102,14000US72087110102,2239,15
G7200870110200,14000US72087110200,1860,59
G7200870110301,14000US72087110301,3402,130
G7200870110302,14000US72087110302,3685,0
G7200870110303,14000US72087110303,2734,193
G7200870110304,14000US72087110304,3330,193
G7200870110400,14000US72087110400,2162,214
G7200870110500,14000US72087110500,1022,25
G7200870110600,14000US72087110600,2199,7
G7200870990000,14000US72087990000,0,0
G7200890140101,14000US72089140101,3877,176
G7200890140102,14000US72089140102,2911,168
G7200890140201,14000US72089140201,2076,76
G7200890140202,14000US72089140202,4316,197
G7200890140300,14000US72089140300,4180,114
G7200890990001,14000US72089990001,0,0
G7200910570100,14000US72091570100,5585,172
G7200910570201,14000US72091570201,4622,38
G7200910570202,14000US72091570202,3413,18
G7200910570300,14000US72091570300,3168,317
G7200910570400,14000US72091570400,2785,83
G7200910570500,14000US72091570500,4472,165
G7200910570600,14000US72091570600,2697,115
G7200910570700,14000US72091570700,4217,134
G7200910570800,14000US72091570800,5933,113
G7200910990025,14000US72091990025,0,0
G7200930960100,14000US72093960100,3820,90
G7200930960200,14000US72093960200,1980,85
G7200950951400,14000US72095951400,6172,220
G7200950951500,14000US72095951500,2250,91
G7200950951600,14000US72095951600,1887,131
G7200950990000,14000US72095990000,0,0
G7200970080100,14000US72097080100,954,39
G7200970080200,14000US72097080200,1484,48
G7200970080300,14000US72097080300,1969,147
G7200970080400,14000US72097080400,1170,70
G7200970080500,14000US72097080500,1011,119
G7200970080600,14000US72097080600,1610,73
G7200970080800,14000US72097080800,2186,134
G7200970080900,14000US72097080900,941,68
G7200970081000,14000US72097081000,835,59
G7200970081100,14000US72097081100,739,96
G7200970081200,14000US72097081200,4883,93
G7200970081300,14000US72097081300,1635,113
G7200970081501,14000US72097081501,4494,147
G7200970081512,14000US72097081512,5403,430
G7200970081522,14000US72097081522,3799,92
G7200970081601,14000US72097081601,4513,207
G7200970081602,14000US72097081602,3210,134
G7200970081700,14000US72097081700,2447,278
G7200970081800,14000US72097081800,3202,92
G7200970081900,14000US72097081900,3625,286
G7200970082001,14000US72097082001,6080,259
G7200970082012,14000US72097082012,3517,239
G7200970082022,14000US72097082022,3388,183
G7200970082102,14000US72097082102,2866,190
G7200970082103,14000US72097082103,3546,207
G7200970082104,14000US72097082104,2291,181
G7200970990000,14000US72097990000,0,0
G7200990420100,14000US72099420100,6579,99
G7200990420200,14000US72099420200,6230,221
G7200990420301,14000US72099420301,4498,40
G7200990420302,14000US72099420302,4011,210
G7200990420401,14000US72099420401,3235,46
G7200990420402,14000US72099420402,3517,64
G7200990420500,14000US72099420500,6284,180
G7201010955201,14000US72101955201,5289,280
G7201010955202,14000US72101955202,5117,27
G7201010955300,14000US72101955300,7581,157
G7201010955401,14000US72101955401,6137,151
G7201010955402,14000US72101955402,3515,90
G7201010955500,14000US72101955500,1886,78
G7201030170100,14000US72103170100,5655,83
G7201030170200,14000US72103170200,7415,0
G7201030170300,14000US72103170300,5242,0
G7201030170400,14000US72103170400,6573,85
G7201030990013,14000US72103990013,0,0
G7201050520100,14000US72105520100,5242,89
G7201050520200,14000US72105520200,4369,106
G7201050520300,14000US72105520300,2487,103
G7201050520400,14000US72105520400,6348,371
G7201050520500,14000US72105520500,8233,650
G7201070954801,14000US72107954801,3912,114
