GISJOIN,GEOID,TotPop,Allocated
G1000030013614,14000US10003013614,2791,562
G1000030013615,14000US10003013615,3259,756
G1000030013700,14000US10003013700,3684,993
G1000030013800,14000US10003013800,5267,969
G1000030013901,14000US10003013901,3251,600
G1000030013903,14000US10003013903,4688,837
G1000030013904,14000US10003013904,7784,1156
G1000030014000,14000US10003014000,4726,480
G1000030014100,14000US10003014100,3681,426
G1000030014200,14000US10003014200,1691,192
G1000030014300,14000US10003014300,7040,1418
G1000030014402,14000US10003014402,3038,434
G1000030014403,14000US10003014403,5051,1107
G1000030014404,14000US10003014404,4035,549
G1000030014501,14000US10003014501,2358,410
G1000030014502,14000US10003014502,6531,1513
G1000030014702,14000US10003014702,1635,157
G1000030014703,14000US10003014703,4595,963
G1000030014705,14000US10003014705,5191,799
G1000030014706,14000US10003014706,2750,528
G1000030014803,14000US10003014803,3758,539
G1000030014805,14000US10003014805,9809,1836
G1000030014807,14000US10003014807,8496,1262
G1000030014808,14000US10003014808,6162,871
G1000030014809,14000US10003014809,7281,1181
G1000030014810,14000US10003014810,7136,603
G1000030014903,14000US10003014903,7423,1773
G1000030014904,14000US10003014904,4696,662
G1000030014906,14000US10003014906,4661,737
G1000030014907,14000US10003014907,4658,820
G1000030014908,14000US10003014908,1850,504
G1000030014909,14000US10003014909,5511,1071
G1000030015000,14000US10003015000,5458,1536
G1000030015100,14000US10003015100,3204,834
G1000030015200,14000US10003015200,4784,874
G1000030015400,14000US10003015400,2896,681
G1000030015502,14000US10003015502,2645,605
G1000030015600,14000US10003015600,2436,594
G1000030015802,14000US10003015802,2108,536
G1000030015900,14000US10003015900,3224,806
G1000030016000,14000US10003016000,2477,592
G1000030016100,14000US10003016100,2076,350
G1000030016200,14000US10003016200,2582,451
G1000030016301,14000US10003016301,5299,838
G1000030016302,14000US10003016302,6951,1905
G1000030016305,14000US10003016305,7562,1886
G1000030016401,14000US10003016401,6000,813
G1000030016404,14000US10003016404,2730,385
G1000030016601,14000US10003016601,11820,1815
G1000030016602,14000US10003016602,10265,1692
G1000030016604,14000US10003016604,11544,2205
G1000030016608,14000US10003016608,5194,1065
G1000030016801,14000US10003016801,6153,1227
G1000030016804,14000US10003016804,7185,1320
G1000030016901,14000US10003016901,2165,178
G1000030016904,14000US10003016904,1374,89
G1000030980100,14000US10003980100,0,0
G1000030990100,14000US10003990100,0,0
G1000050050101,14000US10005050101,3816,457
G1000050050103,14000US10005050103,4379,198
G1000050050104,14000US10005050104,4442,523
G1000050050105,14000US10005050105,5352,264
G1000050050200,14000US10005050200,3748,201
G1000050050301,14000US10005050301,8091,397
G1000050050302,14000US10005050302,4761,314
G1000050050401,14000US10005050401,3296,206
G1000050050403,14000US10005050403,3558,393
G1000050050405,14000US10005050405,4047,316
G1000050050406,14000US10005050406,4482,313
G1000050050407,14000US10005050407,4998,243
G1000050050408,14000US10005050408,4286,220
G1000050050501,14000US10005050501,4222,328
G1000050050503,14000US10005050503,4272,400
G1000050050504,14000US10005050504,5031,566
G1000050050601,14000US10005050601,4699,279
G1000050050602,14000US10005050602,5950,290
G1000050050701,14000US10005050701,4224,309
G1000050050703,14000US10005050703,1902,141
G1000050050704,14000US10005050704,5315,310
G1000050050705,14000US10005050705,4467,314
G1000050050706,14000US10005050706,1579,109
G1000050050801,14000US10005050801,3444,152
G1000050050802,14000US10005050802,5894,248
G1000050050803,14000US10005050803,8585,474
G1000050050901,14000US10005050901,2445,229
G1000050050902,14000US10005050902,4770,302
G1000050051003,14000US10005051003,5760,567
G1000050051004,14000US10005051004,5371,317
G1000050051005,14000US10005051005,5239,314
G1000050051006,14000US10005051006,3501,368
G1000050051007,14000US10005051007,4804,346
G1000050051101,14000US10005051101,867,29
G1000050051102,14000US10005051102,985,66
G1000050051103,14000US10005051103,1257,57
G1000050051201,14000US10005051201,1430,124
G1000050051202,14000US10005051202,807,62
G1000050051203,14000US10005051203,616,52
G1000050051204,14000US10005051204,589,23
G1000050051205,14000US10005051205,703,71
G1000050051301,14000US10005051301,6703,525
G1000050051302,14000US10005051302,3844,210
G1000050051303,14000US10005051303,5207,299
G1000050051305,14000US10005051305,3330,316
G1000050051306,14000US10005051306,2804,252
G1000050051400,14000US10005051400,3404,390
G1000050051500,14000US10005051500,5249,143
G1000050051701,14000US10005051701,3818,117
G1000050051702,14000US10005051702,5342,322
G1000050051801,14000US10005051801,4471,212
G1000050051802,14000US10005051802,3921,284
G1000050051900,14000US10005051900,3946,372
G1000050990000,14000US10005990000,0,0
G1100010000100,14000US11001000100,4646,292
G1100010000201,14000US11001000201,3893,2046
G1100010000202,14000US11001000202,4578,970
G1100010000300,14000US11001000300,6082,869
G1100010000400,14000US11001000400,1316,50
G1100010000501,14000US11001000501,3390,139
G1100010000502,14000US11001000502,3212,163
G1100010000600,14000US11001000600,4569,465
G1100010000701,14000US11001000701,5521,229
G1100010000702,14000US11001000702,2910,194
G1100010000801,14000US11001000801,6014,502
G1100010000802,14000US11001000802,3289,301
G1100010000901,14000US11001000901,7080,1958
G1100010000902,14000US11001000902,2294,188
G1100010001001,14000US11001001001,6748,530
G1100010001002,14000US11001001002,3230,60
G1100010001100,14000US11001001100,4440,332
G1100010001200,14000US11001001200,4949,219
G1100010001301,14000US11001001301,4021,157
G1100010001302,14000US11001001302,6969,393
G1100010001401,14000US11001001401,3322,212
G1100010001402,14000US11001001402,2934,208
G1100010001500,14000US11001001500,5495,427
G1100010001600,14000US11001001600,4633,292
G1100010001702,14000US11001001702,3263,368
G1100010001803,14000US11001001803,3731,365
G1100010001804,14000US11001001804,5235,304
G1100010001901,14000US11001001901,3965,352
G1100010001902,14000US11001001902,2438,218
G1100010002001,14000US11001002001,3042,332
G1100010002002,14000US11001002002,4310,494
G1100010002101,14000US11001002101,4935,407
G1100010002102,14000US11001002102,5251,682
G1100010002201,14000US11001002201,3103,743
G1100010002202,14000US11001002202,2953,181
G1100010002301,14000US11001002301,3278,375
G1100010002302,14000US11001002302,1380,45
G1100010002400,14000US11001002400,3807,646
G1100010002501,14000US11001002501,2985,191
G1100010002502,14000US11001002502,6222,474
G1100010002600,14000US11001002600,2372,264
G1100010002701,14000US11001002701,5156,635
G1100010002702,14000US11001002702,5583,828
G1100010002801,14000US11001002801,3864,424
G1100010002802,14000US11001002802,4856,255
G1100010002900,14000US11001002900,4154,658
G1100010003000,14000US11001003000,3425,537
G1100010003100,14000US11001003100,3506,514
G1100010003200,14000US11001003200,5112,602
G1100010003301,14000US11001003301,3981,459
G1100010003302,14000US11001003302,2175,345
G1100010003400,14000US11001003400,4871,1077
G1100010003500,14000US11001003500,4827,1085
G1100010003600,14000US11001003600,4538,547
G1100010003700,14000US11001003700,4746,320
G1100010003800,14000US11001003800,4857,219
G1100010003900,14000US11001003900,4375,212
G1100010004001,14000US11001004001,4433,188
G1100010004002,14000US11001004002,3237,354
G1100010004100,14000US11001004100,2451,244
G1100010004201,14000US11001004201,3499,285
G1100010004202,14000US11001004202,2344,185
G1100010004300,14000US11001004300,3865,386
G1100010004400,14000US11001004400,5419,534
G1100010004600,14000US11001004600,2979,187
G1100010004701,14000US11001004701,4763,456
G1100010004702,14000US11001004702,3258,234
G1100010004801,14000US11001004801,2772,288
G1100010004802,14000US11001004802,3443,324
G1100010004901,14000US11001004901,3221,130
G1100010004902,14000US11001004902,3244,282
G1100010005001,14000US11001005001,2003,183
G1100010005002,14000US11001005002,5429,452
G1100010005201,14000US11001005201,5710,222
G1100010005301,14000US11001005301,4897,258
G1100010005500,14000US11001005500,6248,432
G1100010005600,14000US11001005600,6654,581
G1100010005800,14000US11001005800,3441,147
G1100010005900,14000US11001005900,2481,352
G1100010006202,14000US11001006202,58,0
G1100010006400,14000US11001006400,2632,317
G1100010006500,14000US11001006500,2765,216
G1100010006600,14000US11001006600,1920,175
G1100010006700,14000US11001006700,4029,307
G1100010006801,14000US11001006801,2234,254
G1100010006802,14000US11001006802,2319,206
G1100010006804,14000US11001006804,297,63
G1100010006900,14000US11001006900,2490,202
G1100010007000,14000US11001007000,1958,145
G1100010007100,14000US11001007100,3040,137
G1100010007200,14000US11001007200,6296,373
G1100010007301,14000US11001007301,2467,232
G1100010007304,14000US11001007304,3699,199
G1100010007401,14000US11001007401,1620,54
G1100010007403,14000US11001007403,2676,357
G1100010007404,14000US11001007404,3576,318
G1100010007406,14000US11001007406,3159,454
G1100010007407,14000US11001007407,2942,147
G1100010007408,14000US11001007408,2275,211
G1100010007409,14000US11001007409,4055,166
G1100010007502,14000US11001007502,4987,420
G1100010007503,14000US11001007503,2293,215
G1100010007504,14000US11001007504,2661,111
G1100010007601,14000US11001007601,4629,332
G1100010007603,14000US11001007603,3662,141
G1100010007604,14000US11001007604,3786,155
G1100010007605,14000US11001007605,3900,225
G1100010007703,14000US11001007703,6492,542
G1100010007707,14000US11001007707,4302,289
G1100010007708,14000US11001007708,2718,320
G1100010007709,14000US11001007709,2340,157
G1100010007803,14000US11001007803,3842,466
G1100010007804,14000US11001007804,3602,197
G1100010007806,14000US11001007806,2306,242
G1100010007807,14000US11001007807,2274,219
G1100010007808,14000US11001007808,3923,350
G1100010007809,14000US11001007809,2944,201
G1100010007901,14000US11001007901,4221,411
G1100010007903,14000US11001007903,1810,146
G1100010008001,14000US11001008001,2684,191
G1100010008002,14000US11001008002,2965,171
G1100010008100,14000US11001008100,2979,226
G1100010008200,14000US11001008200,2920,180
G1100010008301,14000US11001008301,2354,304
G1100010008302,14000US11001008302,2604,254
G1100010008402,14000US11001008402,2219,258
G1100010008410,14000US11001008410,1462,71
G1100010008701,14000US11001008701,2484,236
G1100010008702,14000US11001008702,3184,291
G1100010008802,14000US11001008802,4154,393
G1100010008803,14000US11001008803,3099,200
G1100010008804,14000US11001008804,2608,247
G1100010008903,14000US11001008903,3034,170
G1100010008904,14000US11001008904,3885,275
G1100010009000,14000US11001009000,3442,414
G1100010009102,14000US11001009102,4440,458
G1100010009201,14000US11001009201,2935,296
G1100010009203,14000US11001009203,2931,182
G1100010009204,14000US11001009204,2685,236
G1100010009301,14000US11001009301,3253,585
G1100010009302,14000US11001009302,1503,123
G1100010009400,14000US11001009400,4543,395
G1100010009501,14000US11001009501,6756,740
G1100010009503,14000US11001009503,2934,261
G1100010009504,14000US11001009504,2946,138
G1100010009505,14000US11001009505,3663,329
G1100010009507,14000US11001009507,1776,177
G1100010009508,14000US11001009508,3682,464
G1100010009509,14000US11001009509,3063,184
G1100010009601,14000US11001009601,2199,181
G1100010009602,14000US11001009602,3369,222
G1100010009603,14000US11001009603,3607,269
G1100010009604,14000US11001009604,2192,192
G1100010009700,14000US11001009700,2941,109
G1100010009801,14000US11001009801,1980,132
G1100010009802,14000US11001009802,1847,100
G1100010009803,14000US11001009803,2883,247
G1100010009804,14000US11001009804,2577,183
G1100010009807,14000US11001009807,3102,301
G1100010009810,14000US11001009810,2554,131
G1100010009811,14000US11001009811,4280,509
G1100010009901,14000US11001009901,2614,371
G1100010009902,14000US11001009902,3116,392
G1100010009903,14000US11001009903,2090,445
G1100010009904,14000US11001009904,2611,173
G1100010009905,14000US11001009905,2435,164
G1100010009906,14000US11001009906,1440,77
G1100010009907,14000US11001009907,2460,148
G1100010010100,14000US11001010100,2609,183
G1100010010200,14000US11001010200,3420,178
G1100010010300,14000US11001010300,3899,742
G1100010010400,14000US11001010400,4605,383
G1100010010500,14000US11001010500,3692,319
G1100010010600,14000US11001010600,8554,534
G1100010010700,14000US11001010700,1734,48
G1100010010800,14000US11001010800,6448,1664
G1100010010900,14000US11001010900,3256,311
G1100010011000,14000US11001011000,4000,83
G1100010011100,14000US11001011100,5167,497
G1200010000200,14000US12001000200,7469,1596
G1200010000301,14000US12001000301,4271,1165
G1200010000302,14000US12001000302,2248,158
G1200010000400,14000US12001000400,6147,905
G1200010000500,14000US12001000500,4657,412
G1200010000600,14000US12001000600,4376,204
G1200010000700,14000US12001000700,6377,581
G1200010000806,14000US12001000806,2262,142
G1200010000808,14000US12001000808,3228,524
G1200010000809,14000US12001000809,1092,79
G1200010000901,14000US12001000901,4329,34
G1200010000902,14000US12001000902,6632,69
G1200010001000,14000US12001001000,5587,396
G1200010001100,14000US12001001100,6704,526
G1200010001201,14000US12001001201,3286,253
G1200010001202,14000US12001001202,7341,558
G1200010001203,14000US12001001203,3307,498
G1200010001400,14000US12001001400,2991,447
G1200010001514,14000US12001001514,1648,279
G1200010001515,14000US12001001515,4877,1046
G1200010001516,14000US12001001516,2332,438
G1200010001517,14000US12001001517,4335,734
G1200010001519,14000US12001001519,2564,881
G1200010001520,14000US12001001520,2382,595
G1200010001521,14000US12001001521,4013,816
G1200010001603,14000US12001001603,1592,206
G1200010001604,14000US12001001604,7238,1446
G1200010001701,14000US12001001701,5030,746
G1200010001702,14000US12001001702,5397,459
G1200010001801,14000US12001001801,7108,827
G1200010001802,14000US12001001802,2529,444
G1200010001803,14000US12001001803,5800,222
G1200010001805,14000US12001001805,1472,159
G1200010001806,14000US12001001806,8720,1225
G1200010001811,14000US12001001811,6397,693
G1200010001813,14000US12001001813,3503,140
G1200010001814,14000US12001001814,2430,101
G1200010001902,14000US12001001902,3135,304
G1200010001907,14000US12001001907,2597,190
G1200010001908,14000US12001001908,4653,344
G1200010002000,14000US12001002000,5828,530
G1200010002101,14000US12001002101,1974,173
G1200010002102,14000US12001002102,776,69
G1200010002201,14000US12001002201,5061,655
G1200010002202,14000US12001002202,6143,492
G1200010002204,14000US12001002204,10840,1375
G1200010002205,14000US12001002205,11101,1141
G1200010002207,14000US12001002207,3456,464
G1200010002208,14000US12001002208,2677,164
G1200010002209,14000US12001002209,8285,761
G1200010002210,14000US12001002210,4266,368
G1200010002217,14000US12001002217,5138,765
G1200010002218,14000US12001002218,1533,339
G1200010002219,14000US12001002219,5641,1135
G1200010002220,14000US12001002220,2176,257
G1200010110800,14000US12001110800,1846,120
G1200030040101,14000US12003040101,6135,579
G1200030040102,14000US12003040102,6099,606
G1200030040201,14000US12003040201,5785,511
G1200030040202,14000US12003040202,5519,798
G1200050000201,14000US12005000201,4676,316
G1200050000202,14000US12005000202,5845,356
G1200050000300,14000US12005000300,6974,762
G1200050000400,14000US12005000400,7965,385
G1200050000500,14000US12005000500,5723,500
G1200050000600,14000US12005000600,1272,65
G1200050000700,14000US12005000700,1598,180
G1200050000803,14000US12005000803,5572,561
G1200050000804,14000US12005000804,1775,164
G1200050000805,14000US12005000805,4124,462
G1200050000806,14000US12005000806,3264,512
G1200050000900,14000US12005000900,4015,205
G1200050001000,14000US12005001000,1936,160
G1200050001100,14000US12005001100,4513,258
G1200050001200,14000US12005001200,3098,267
G1200050001301,14000US12005001301,4794,328
G1200050001302,14000US12005001302,6257,234
G1200050001402,14000US12005001402,6649,360
G1200050001403,14000US12005001403,1901,387
G1200050001404,14000US12005001404,7845,738
G1200050001501,14000US12005001501,5226,299
G1200050001502,14000US12005001502,5603,325
G1200050001600,14000US12005001600,2822,187
G1200050001700,14000US12005001700,2425,139
G1200050001800,14000US12005001800,1533,286
G1200050001900,14000US12005001900,4297,273
G1200050002000,14000US12005002000,1370,84
G1200050002200,14000US12005002200,4293,604
G1200050002300,14000US12005002300,3624,242
G1200050002400,14000US12005002400,3643,249
G1200050002500,14000US12005002500,2924,139
G1200050002601,14000US12005002601,2137,163
G1200050002603,14000US12005002603,2878,166
G1200050002604,14000US12005002604,8019,693
G1200050002605,14000US12005002605,1361,216
G1200050002606,14000US12005002606,1607,83
G1200050002607,14000US12005002607,1369,74
G1200050002608,14000US12005002608,2978,160
G1200050002701,14000US12005002701,5291,378
G1200050002702,14000US12005002702,2346,226
G1200050002703,14000US12005002703,2453,271
G1200050002704,14000US12005002704,5880,717
G1200050002705,14000US12005002705,2231,295
G1200050990000,14000US12005990000,0,0
G1200070000100,14000US12007000100,5294,646
G1200070000200,14000US12007000200,6036,477
G1200070000300,14000US12007000300,6786,895
G1200070000400,14000US12007000400,4040,344
G1200090060101,14000US12009060101,4190,594
G1200090060102,14000US12009060102,3240,657
G1200090060200,14000US12009060200,5496,531
G1200090060300,14000US12009060300,4873,738
G1200090060400,14000US12009060400,3785,308
G1200090060500,14000US12009060500,4519,942
G1200090060600,14000US12009060600,4523,967
G1200090060700,14000US12009060700,2224,304
G1200090061001,14000US12009061001,4627,895
G1200090061002,14000US12009061002,3596,272
G1200090061100,14000US12009061100,5977,1012
G1200090061201,14000US12009061201,6967,1499
G1200090061202,14000US12009061202,3265,464
G1200090062103,14000US12009062103,7951,1087
G1200090062104,14000US12009062104,7089,1110
G1200090062106,14000US12009062106,2769,407
G1200090062107,14000US12009062107,3079,439
G1200090062108,14000US12009062108,6075,944
G1200090062109,14000US12009062109,3515,729
G1200090062301,14000US12009062301,3627,996
G1200090062302,14000US12009062302,3302,1028
G1200090062400,14000US12009062400,7693,1454
G1200090062500,14000US12009062500,3956,583
G1200090062600,14000US12009062600,3039,789
G1200090062800,14000US12009062800,4087,530
G1200090062900,14000US12009062900,5293,1438
G1200090063000,14000US12009063000,3985,760
G1200090063102,14000US12009063102,7638,523
G1200090063104,14000US12009063104,3961,572
G1200090063105,14000US12009063105,8422,975
G1200090063106,14000US12009063106,4059,228
G1200090063107,14000US12009063107,11576,1593
G1200090064102,14000US12009064102,5444,333
G1200090064123,14000US12009064123,5893,619
G1200090064124,14000US12009064124,4394,692
G1200090064125,14000US12009064125,6236,1035
G1200090064126,14000US12009064126,4007,283
G1200090064127,14000US12009064127,7799,901
G1200090064128,14000US12009064128,11874,851
G1200090064201,14000US12009064201,2193,61
G1200090064202,14000US12009064202,2957,178
G1200090064301,14000US12009064301,5326,459
G1200090064302,14000US12009064302,5988,460
G1200090064400,14000US12009064400,4850,578
G1200090064500,14000US12009064500,4057,231
G1200090064601,14000US12009064601,6704,732
G1200090064602,14000US12009064602,2040,121
G1200090064700,14000US12009064700,3407,308
G1200090064800,14000US12009064800,2834,221
G1200090064901,14000US12009064901,6502,438
G1200090064902,14000US12009064902,3619,373
G1200090065001,14000US12009065001,3224,183
G1200090065021,14000US12009065021,10801,550
G1200090065022,14000US12009065022,5611,406
G1200090065121,14000US12009065121,6250,792
G1200090065122,14000US12009065122,6584,956
G1200090065123,14000US12009065123,3850,202
G1200090065124,14000US12009065124,2102,238
G1200090065125,14000US12009065125,5492,816
G1200090065201,14000US12009065201,5627,448
G1200090065202,14000US12009065202,4895,274
G1200090065231,14000US12009065231,5630,379
G1200090065234,14000US12009065234,4181,264
G1200090065235,14000US12009065235,4868,166
G1200090065236,14000US12009065236,1304,148
G1200090066101,14000US12009066101,4325,558
G1200090066103,14000US12009066103,2374,93
G1200090066104,14000US12009066104,4904,389
G1200090066200,14000US12009066200,2631,225
G1200090066301,14000US12009066301,6739,283
G1200090066302,14000US12009066302,4766,239
G1200090066400,14000US12009066400,4698,838
G1200090066500,14000US12009066500,3782,212
G1200090066600,14000US12009066600,4206,250
G1200090066700,14000US12009066700,4722,349
G1200090066800,14000US12009066800,1278,102
G1200090066900,14000US12009066900,7256,879
G1200090067100,14000US12009067100,1089,56
G1200090068101,14000US12009068101,2173,202
G1200090068102,14000US12009068102,3213,345
G1200090068200,14000US12009068200,2761,106
G1200090068300,14000US12009068300,2755,198
G1200090068400,14000US12009068400,1991,162
G1200090068501,14000US12009068501,2128,171
G1200090068502,14000US12009068502,2392,348
G1200090068601,14000US12009068601,1946,192
G1200090068602,14000US12009068602,4137,1068
G1200090069100,14000US12009069100,4544,348
G1200090069200,14000US12009069200,2589,437
G1200090069300,14000US12009069300,3141,707
G1200090069400,14000US12009069400,6146,622
G1200090069700,14000US12009069700,2226,433
G1200090069801,14000US12009069801,3810,709
G1200090069802,14000US12009069802,4613,675
G1200090069901,14000US12009069901,8173,528
G1200090069902,14000US12009069902,3550,257
G1200090071100,14000US12009071100,3980,251
G1200090071200,14000US12009071200,16190,2069
G1200090071301,14000US12009071301,6933,540
G1200090071322,14000US12009071322,9068,682
G1200090071332,14000US12009071332,13156,1117
G1200090071334,14000US12009071334,8154,759
G1200090071335,14000US12009071335,4174,311
G1200090071336,14000US12009071336,6589,690
G1200090071337,14000US12009071337,8356,803
G1200090071338,14000US12009071338,8668,741
G1200090071339,14000US12009071339,6120,632
G1200090071340,14000US12009071340,12722,792
G1200090071400,14000US12009071400,2938,418
G1200090071500,14000US12009071500,2222,364
G1200090071600,14000US12009071600,3906,446
G1200090980000,14000US12009980000,0,0
G1200090980100,14000US12009980100,0,0
G1200090990000,14000US12009990000,0,0
G1200110010102,14000US12011010102,2850,138
G1200110010103,14000US12011010103,3052,162
G1200110010104,14000US12011010104,2129,239
G1200110010200,14000US12011010200,6250,319
G1200110010304,14000US12011010304,4113,251
G1200110010305,14000US12011010305,4025,327
G1200110010306,14000US12011010306,2533,199
G1200110010307,14000US12011010307,3781,282
G1200110010308,14000US12011010308,4807,168
G1200110010401,14000US12011010401,4632,276
G1200110010402,14000US12011010402,3228,183
G1200110010403,14000US12011010403,4643,261
G1200110010405,14000US12011010405,5857,379
G1200110010406,14000US12011010406,3971,450
G1200110010407,14000US12011010407,5239,253
G1200110010502,14000US12011010502,3862,126
G1200110010503,14000US12011010503,17664,1699
G1200110010504,14000US12011010504,6297,188
G1200110010601,14000US12011010601,8042,547
G1200110010603,14000US12011010603,5088,343
G1200110010604,14000US12011010604,4344,433
G1200110010605,14000US12011010605,6724,461
G1200110010606,14000US12011010606,7407,396
G1200110010607,14000US12011010607,9974,1236
G1200110010609,14000US12011010609,4487,273
G1200110010610,14000US12011010610,7295,432
G1200110010611,14000US12011010611,3742,352
G1200110010612,14000US12011010612,6477,570
G1200110010701,14000US12011010701,5696,341
G1200110010702,14000US12011010702,9077,994
G1200110010800,14000US12011010800,8067,833
G1200110010901,14000US12011010901,2462,146
G1200110010902,14000US12011010902,3065,245
G1200110011000,14000US12011011000,1716,129
G1200110020101,14000US12011020101,7459,600
G1200110020103,14000US12011020103,5463,258
G1200110020104,14000US12011020104,2825,296
G1200110020204,14000US12011020204,5896,462
G1200110020205,14000US12011020205,6480,229
G1200110020206,14000US12011020206,4232,126
G1200110020207,14000US12011020207,5770,573
G1200110020209,14000US12011020209,2248,172
G1200110020210,14000US12011020210,6343,697
G1200110020211,14000US12011020211,2384,300
G1200110020212,14000US12011020212,3255,349
G1200110020302,14000US12011020302,7394,321
G1200110020308,14000US12011020308,6035,265
G1200110020309,14000US12011020309,5780,158
G1200110020311,14000US12011020311,2892,303
G1200110020312,14000US12011020312,5216,515
G1200110020313,14000US12011020313,6235,436
G1200110020314,14000US12011020314,4819,603
G1200110020315,14000US12011020315,4974,418
G1200110020316,14000US12011020316,3833,336
G1200110020317,14000US12011020317,3098,292
G1200110020318,14000US12011020318,9048,852
G1200110020319,14000US12011020319,5845,540
G1200110020320,14000US12011020320,5110,498
G1200110020321,14000US12011020321,1835,90
G1200110020322,14000US12011020322,2830,168
G1200110020323,14000US12011020323,3692,254
G1200110020324,14000US12011020324,5984,358
G1200110020325,14000US12011020325,2905,323
G1200110020326,14000US12011020326,6497,395
G1200110020404,14000US12011020404,7775,827
G1200110020405,14000US12011020405,4543,402
G1200110020406,14000US12011020406,7061,788
G1200110020407,14000US12011020407,7399,804
G1200110020409,14000US12011020409,7365,353
G1200110020411,14000US12011020411,6038,198
G1200110020412,14000US12011020412,2914,70
G1200110020413,14000US12011020413,7015,583
G1200110020414,14000US12011020414,4792,305
G1200110020415,14000US12011020415,3864,247
G1200110020501,14000US12011020501,5479,310
G1200110020502,14000US12011020502,6952,337
G1200110030100,14000US12011030100,4120,294
G1200110030201,14000US12011030201,3948,285
G1200110030202,14000US12011030202,1420,100
G1200110030203,14000US12011030203,4318,191
G1200110030301,14000US12011030301,3079,45
G1200110030302,14000US12011030302,7169,567
G1200110030401,14000US12011030401,3527,283
G1200110030402,14000US12011030402,3545,398
G1200110030500,14000US12011030500,6097,216
G1200110030600,14000US12011030600,5278,367
G1200110030702,14000US12011030702,2903,75
G1200110030703,14000US12011030703,3930,315
G1200110030704,14000US12011030704,4920,378
G1200110030705,14000US12011030705,4143,331
G1200110030801,14000US12011030801,7841,409
G1200110030802,14000US12011030802,6138,311
G1200110030902,14000US12011030902,3149,245
G1200110030903,14000US12011030903,4090,251
G1200110030904,14000US12011030904,4294,284
G1200110031001,14000US12011031001,2222,133
G1200110031002,14000US12011031002,4024,78
G1200110031101,14000US12011031101,2008,212
G1200110031102,14000US12011031102,2916,189
G1200110031202,14000US12011031202,6393,438
G1200110031203,14000US12011031203,1024,74
G1200110031204,14000US12011031204,2790,224
G1200110031205,14000US12011031205,1659,262
G1200110040101,14000US12011040101,1590,35
G1200110040102,14000US12011040102,2739,263
G1200110040203,14000US12011040203,1458,75
G1200110040204,14000US12011040204,2483,58
G1200110040205,14000US12011040205,5002,308
G1200110040206,14000US12011040206,2555,150
G1200110040300,14000US12011040300,4313,279
G1200110040401,14000US12011040401,2302,261
G1200110040402,14000US12011040402,2815,367
G1200110040502,14000US12011040502,2968,52
G1200110040503,14000US12011040503,1888,227
G1200110040504,14000US12011040504,3046,77
G1200110040601,14000US12011040601,3134,183
G1200110040602,14000US12011040602,2840,209
G1200110040701,14000US12011040701,2395,249
G1200110040702,14000US12011040702,3875,369
G1200110040801,14000US12011040801,5166,325
G1200110040802,14000US12011040802,4033,301
G1200110040901,14000US12011040901,5165,259
G1200110040902,14000US12011040902,3926,308
G1200110041000,14000US12011041000,2656,303
G1200110041100,14000US12011041100,4954,199
G1200110041200,14000US12011041200,4398,404
G1200110041300,14000US12011041300,8544,547
G1200110041400,14000US12011041400,3539,396
G1200110041500,14000US12011041500,3788,167
G1200110041600,14000US12011041600,6263,384
G1200110041700,14000US12011041700,3773,119
G1200110041801,14000US12011041801,1655,108
G1200110041802,14000US12011041802,3416,351
G1200110041900,14000US12011041900,2843,106
G1200110042000,14000US12011042000,2766,168
G1200110042100,14000US12011042100,1976,69
G1200110042200,14000US12011042200,2298,220
G1200110042301,14000US12011042301,3649,218
G1200110042302,14000US12011042302,1056,44
G1200110042400,14000US12011042400,1354,51
G1200110042500,14000US12011042500,7028,443
G1200110042600,14000US12011042600,5500,474
G1200110042700,14000US12011042700,4943,246
G1200110042800,14000US12011042800,7259,383
G1200110042900,14000US12011042900,9379,352
G1200110043001,14000US12011043001,1436,111
G1200110043002,14000US12011043002,7653,349
G1200110043100,14000US12011043100,4612,265
G1200110043301,14000US12011043301,4648,214
G1200110043302,14000US12011043302,1984,100
G1200110050100,14000US12011050100,4342,120
G1200110050204,14000US12011050204,5155,255
G1200110050205,14000US12011050205,2554,79
G1200110050206,14000US12011050206,3805,118
G1200110050207,14000US12011050207,7381,800
G1200110050208,14000US12011050208,4267,126
G1200110050301,14000US12011050301,9044,783
G1200110050306,14000US12011050306,4271,416
G1200110050307,14000US12011050307,6771,763
G1200110050308,14000US12011050308,3410,235
G1200110050309,14000US12011050309,2182,70
G1200110050310,14000US12011050310,4553,421
G1200110050311,14000US12011050311,2985,149
G1200110050312,14000US12011050312,2335,74
G1200110050401,14000US12011050401,4310,368
G1200110050402,14000US12011050402,4040,212
G1200110050501,14000US12011050501,3678,256
G1200110050502,14000US12011050502,4353,77
G1200110050601,14000US12011050601,3395,245
G1200110050602,14000US12011050602,3055,161
G1200110050701,14000US12011050701,3717,343
G1200110050702,14000US12011050702,5910,316
G1200110050800,14000US12011050800,5033,501
G1200110050900,14000US12011050900,5704,1213
G1200110051001,14000US12011051001,3835,450
G1200110051002,14000US12011051002,2737,236
G1200110060105,14000US12011060105,6234,206
G1200110060107,14000US12011060107,3463,115
G1200110060109,14000US12011060109,2915,294
G1200110060111,14000US12011060111,5356,296
G1200110060112,14000US12011060112,6898,707
G1200110060113,14000US12011060113,6194,623
G1200110060114,14000US12011060114,5953,159
G1200110060115,14000US12011060115,7278,627
